Day,Weather,Exam_Day,Price,Food_Type,Demand
Monday,Cloudy,Yes,34,Beverage,High
Monday,Rainy,No,24,Snack,Low
Thursday,Sunny,Yes,54,Meal,Low
Wednesday,Cloudy,No,46,Meal,High
Monday,Sunny,Yes,36,Snack,Low
Wednesday,Cloudy,Yes,31,Meal,High
Thursday,Sunny,No,24,Beverage,High
Saturday,Cloudy,Yes,47,Snack,Low
Sunday,Sunny,Yes,31,Meal,High
Sunday,Rainy,No,47,Meal,High
Friday,Rainy,No,46,Snack,Low
Tuesday,Sunny,No,42,Meal,Low
Monday,Sunny,No,31,Beverage,High
Wednesday,Cloudy,Yes,53,Meal,Low
Friday,Cloudy,Yes,39,Meal,Low
Monday,Rainy,No,40,Meal,Low
Sunday,Cloudy,Yes,58,Meal,Low
Tuesday,Sunny,Yes,40,Meal,High
Thursday,Cloudy,Yes,50,Beverage,High
Sunday,Rainy,Yes,53,Meal,Low
Tuesday,Rainy,Yes,27,Beverage,High
Sunday,Cloudy,No,35,Beverage,High
Wednesday,Cloudy,Yes,44,Meal,High
Thursday,Sunny,No,42,Snack,High
Tuesday,Rainy,No,21,Beverage,High
Friday,Cloudy,Yes,33,Snack,High
Friday,Cloudy,Yes,25,Beverage,High
Wednesday,Rainy,Yes,54,Meal,Low
Saturday,Cloudy,No,39,Beverage,High
Wednesday,Cloudy,Yes,49,Snack,Low
Tuesday,Cloudy,No,32,Beverage,Low
Tuesday,Rainy,No,47,Snack,Low
Tuesday,Cloudy,Yes,46,Beverage,Low
Wednesday,Rainy,Yes,48,Beverage,High
Monday,Sunny,Yes,47,Meal,Low
Friday,Cloudy,Yes,21,Meal,High
Wednesday,Cloudy,Yes,22,Meal,High
Monday,Rainy,No,54,Beverage,Low
Saturday,Rainy,Yes,44,Meal,Low
Wednesday,Sunny,Yes,39,Beverage,Low
Friday,Sunny,No,57,Beverage,Low
Tuesday,Cloudy,No,24,Beverage,High
Saturday,Sunny,Yes,40,Snack,Low
Thursday,Sunny,No,22,Snack,High
Monday,Rainy,Yes,36,Meal,Low
Friday,Sunny,Yes,49,Meal,Low
Sunday,Sunny,Yes,24,Meal,High
Tuesday,Rainy,Yes,26,Beverage,High
Tuesday,Rainy,No,38,Snack,Low
Sunday,Cloudy,Yes,42,Snack,High
Monday,Rainy,Yes,51,Snack,Low
Monday,Rainy,Yes,22,Snack,High
Wednesday,Sunny,No,49,Meal,High
Tuesday,Cloudy,No,58,Snack,Low
Sunday,Rainy,Yes,42,Snack,Low
Thursday,Sunny,No,43,Meal,High
Monday,Sunny,No,28,Beverage,High
Sunday,Rainy,Yes,40,Beverage,Low
Wednesday,Rainy,Yes,30,Meal,High
Thursday,Sunny,No,32,Snack,Low
Tuesday,Cloudy,Yes,49,Snack,High
Saturday,Sunny,No,59,Beverage,Low
Sunday,Sunny,Yes,49,Snack,Low
Thursday,Rainy,No,52,Snack,Low
Monday,Sunny,No,27,Meal,High
Friday,Rainy,Yes,22,Beverage,High
Friday,Sunny,No,54,Meal,Low
Tuesday,Sunny,No,31,Beverage,High
Wednesday,Rainy,Yes,28,Meal,High
Tuesday,Rainy,No,38,Meal,Low
Monday,Rainy,No,24,Meal,High
Tuesday,Sunny,Yes,45,Beverage,Low
Friday,Cloudy,Yes,43,Snack,High
Sunday,Rainy,Yes,49,Beverage,Low
Tuesday,Rainy,Yes,24,Snack,High
Sunday,Sunny,Yes,39,Snack,Low
Tuesday,Rainy,No,28,Beverage,High
Sunday,Sunny,No,58,Meal,Low
Wednesday,Rainy,Yes,56,Beverage,Low
Monday,Cloudy,Yes,46,Beverage,High
Sunday,Cloudy,Yes,41,Snack,High
Monday,Cloudy,Yes,53,Snack,Low
Friday,Rainy,Yes,33,Beverage,High
Tuesday,Sunny,Yes,39,Meal,High
Monday,Cloudy,No,46,Beverage,Low
Wednesday,Rainy,Yes,49,Beverage,High
Friday,Cloudy,Yes,36,Meal,Low
Tuesday,Cloudy,No,44,Snack,High
Thursday,Cloudy,No,45,Snack,Low
Saturday,Rainy,No,29,Snack,Low
Saturday,Cloudy,No,50,Meal,Low
Tuesday,Sunny,Yes,57,Meal,Low
Tuesday,Sunny,Yes,49,Beverage,High
Sunday,Rainy,No,43,Snack,Low
Wednesday,Cloudy,Yes,54,Beverage,Low
Wednesday,Sunny,No,48,Snack,High
Saturday,Cloudy,Yes,60,Meal,Low
Sunday,Cloudy,No,30,Beverage,Low
Monday,Sunny,No,53,Snack,Low
Tuesday,Cloudy,No,36,Beverage,Low
Wednesday,Sunny,No,38,Beverage,Low
Saturday,Cloudy,No,27,Snack,High
Friday,Sunny,No,37,Meal,High
Monday,Cloudy,Yes,30,Beverage,High
Friday,Cloudy,No,50,Meal,High
Tuesday,Cloudy,Yes,60,Meal,Low
Tuesday,Rainy,No,47,Meal,Low
Friday,Cloudy,Yes,46,Snack,High
Wednesday,Cloudy,Yes,21,Meal,High
Tuesday,Rainy,No,26,Beverage,High
Thursday,Sunny,No,40,Snack,Low
Tuesday,Cloudy,No,22,Snack,High
Thursday,Rainy,Yes,33,Meal,High
Saturday,Sunny,No,40,Beverage,Low
Wednesday,Rainy,No,27,Beverage,Low
Wednesday,Rainy,Yes,54,Snack,Low
Sunday,Cloudy,Yes,34,Beverage,High
Monday,Rainy,Yes,45,Meal,Low
Friday,Sunny,Yes,54,Meal,Low
Sunday,Sunny,No,33,Snack,High
Saturday,Sunny,Yes,51,Snack,Low
Friday,Rainy,No,50,Snack,Low
Tuesday,Rainy,Yes,37,Snack,Low
Sunday,Sunny,No,57,Meal,Low
Sunday,Sunny,Yes,25,Beverage,High
Thursday,Rainy,Yes,44,Beverage,Low
Tuesday,Sunny,No,50,Beverage,Low
Wednesday,Sunny,No,56,Snack,Low
Monday,Sunny,Yes,31,Meal,High
Tuesday,Sunny,Yes,57,Beverage,Low
Friday,Rainy,Yes,24,Snack,High
Tuesday,Cloudy,Yes,38,Meal,High
Monday,Sunny,No,56,Snack,Low
Sunday,Cloudy,Yes,38,Meal,Low
Monday,Rainy,Yes,28,Meal,High
Tuesday,Rainy,Yes,34,Beverage,High
Tuesday,Cloudy,No,38,Meal,Low
Wednesday,Rainy,Yes,42,Snack,Low
Tuesday,Cloudy,Yes,54,Beverage,Low
Sunday,Rainy,No,40,Meal,High
Friday,Cloudy,Yes,32,Meal,High
Thursday,Rainy,No,36,Snack,Low
Sunday,Cloudy,Yes,46,Beverage,High
Friday,Cloudy,Yes,57,Meal,Low
Saturday,Sunny,No,35,Snack,High
Tuesday,Rainy,Yes,43,Meal,High
Monday,Rainy,Yes,55,Beverage,Low
Saturday,Sunny,No,54,Meal,Low
Saturday,Cloudy,Yes,40,Snack,High
Friday,Cloudy,Yes,42,Beverage,Low
Thursday,Sunny,Yes,34,Beverage,High
Saturday,Rainy,No,52,Snack,Low
Monday,Rainy,Yes,42,Snack,Low
Sunday,Rainy,Yes,56,Meal,Low
Monday,Cloudy,Yes,35,Meal,High
Sunday,Sunny,Yes,53,Snack,Low
Thursday,Cloudy,Yes,26,Meal,High
Sunday,Cloudy,Yes,56,Beverage,Low
Tuesday,Sunny,No,24,Meal,Low
Wednesday,Rainy,Yes,38,Snack,Low
Wednesday,Cloudy,No,32,Snack,High
Thursday,Rainy,Yes,38,Meal,High
Sunday,Cloudy,No,21,Beverage,Low
Thursday,Cloudy,No,50,Snack,Low
Friday,Cloudy,Yes,29,Beverage,High
Monday,Cloudy,No,23,Snack,Low
Wednesday,Sunny,No,34,Snack,High
Sunday,Sunny,No,34,Snack,High
Thursday,Sunny,Yes,26,Beverage,High
Wednesday,Sunny,Yes,34,Meal,High
Saturday,Sunny,Yes,60,Snack,Low
Wednesday,Cloudy,Yes,41,Beverage,High
Saturday,Cloudy,Yes,29,Beverage,High
Monday,Cloudy,Yes,35,Beverage,High
Monday,Rainy,No,37,Meal,High
Sunday,Rainy,No,50,Meal,Low
Friday,Sunny,No,37,Beverage,High
Sunday,Sunny,Yes,59,Snack,Low
Wednesday,Sunny,Yes,56,Snack,Low
Monday,Rainy,Yes,39,Snack,Low
Tuesday,Sunny,Yes,36,Beverage,High
Friday,Rainy,No,23,Meal,Low
Thursday,Sunny,Yes,33,Beverage,High
Thursday,Rainy,Yes,55,Beverage,Low
Sunday,Cloudy,Yes,36,Snack,Low
Wednesday,Cloudy,Yes,23,Beverage,High
Monday,Cloudy,No,44,Snack,High
Monday,Sunny,Yes,27,Snack,High
Sunday,Cloudy,No,25,Snack,Low
Thursday,Cloudy,Yes,34,Beverage,High
Sunday,Sunny,Yes,45,Snack,Low
Thursday,Sunny,Yes,53,Snack,Low
Friday,Sunny,No,54,Beverage,Low
Saturday,Rainy,No,29,Beverage,High
Tuesday,Rainy,Yes,38,Snack,Low
Thursday,Cloudy,Yes,55,Meal,Low
Saturday,Sunny,Yes,60,Snack,Low
Tuesday,Cloudy,No,34,Snack,Low
Saturday,Sunny,No,42,Meal,Low
Thursday,Rainy,No,46,Meal,Low
Saturday,Cloudy,Yes,35,Meal,High
Wednesday,Sunny,No,54,Beverage,Low
Thursday,Sunny,No,40,Snack,High
Saturday,Cloudy,Yes,46,Beverage,High
Saturday,Sunny,Yes,55,Meal,Low
Friday,Rainy,Yes,49,Beverage,High
Friday,Cloudy,No,36,Beverage,High
Monday,Cloudy,No,35,Beverage,High
Wednesday,Rainy,No,31,Meal,Low
Wednesday,Sunny,Yes,27,Meal,High
Sunday,Sunny,No,32,Meal,Low
Sunday,Rainy,No,32,Snack,Low
Tuesday,Rainy,No,45,Meal,Low
Sunday,Cloudy,Yes,25,Snack,High
Wednesday,Rainy,No,41,Meal,Low
Sunday,Rainy,Yes,36,Beverage,Low
Saturday,Rainy,Yes,50,Snack,Low
Thursday,Rainy,Yes,46,Snack,Low
Wednesday,Rainy,No,56,Meal,Low
Sunday,Sunny,Yes,37,Meal,High
Monday,Sunny,No,52,Snack,Low
Sunday,Cloudy,No,50,Beverage,Low
Friday,Rainy,No,50,Beverage,High
Thursday,Rainy,Yes,25,Meal,High
Thursday,Sunny,Yes,37,Snack,High
Sunday,Sunny,Yes,49,Snack,High
Sunday,Rainy,Yes,38,Meal,Low
Saturday,Sunny,Yes,33,Beverage,High
Friday,Cloudy,No,31,Meal,Low
Sunday,Cloudy,No,33,Meal,Low
Tuesday,Sunny,Yes,21,Beverage,High
Sunday,Cloudy,No,36,Meal,High
Sunday,Sunny,No,43,Beverage,Low
Sunday,Rainy,No,30,Beverage,High
Friday,Rainy,Yes,32,Beverage,High
Tuesday,Sunny,Yes,30,Beverage,High
Monday,Cloudy,Yes,53,Meal,Low
Wednesday,Sunny,No,23,Beverage,Low
Monday,Sunny,No,20,Snack,High
Saturday,Sunny,Yes,58,Beverage,Low
Tuesday,Cloudy,Yes,33,Snack,High
Monday,Sunny,No,22,Beverage,Low
Saturday,Sunny,No,25,Snack,High
Saturday,Rainy,No,46,Beverage,Low
Monday,Cloudy,Yes,41,Beverage,High
Wednesday,Sunny,No,60,Beverage,Low
Sunday,Sunny,No,41,Meal,Low
Tuesday,Cloudy,No,55,Snack,Low
Monday,Sunny,No,50,Beverage,Low
Monday,Rainy,No,37,Snack,Low
Wednesday,Sunny,Yes,32,Beverage,High
Monday,Cloudy,No,60,Beverage,Low
Wednesday,Cloudy,Yes,55,Snack,Low
Wednesday,Sunny,Yes,50,Snack,High
Thursday,Cloudy,No,53,Beverage,Low
Thursday,Rainy,No,21,Beverage,High
Saturday,Rainy,No,48,Beverage,High
Saturday,Rainy,No,26,Meal,Low
Wednesday,Cloudy,Yes,50,Beverage,Low
Saturday,Sunny,Yes,57,Snack,Low
Sunday,Sunny,No,29,Snack,High
Thursday,Sunny,Yes,54,Beverage,Low
Tuesday,Rainy,No,49,Snack,Low
Friday,Rainy,No,36,Snack,Low
Monday,Cloudy,No,30,Snack,High
Wednesday,Rainy,No,39,Snack,Low
Thursday,Rainy,Yes,44,Snack,Low
Tuesday,Cloudy,Yes,41,Snack,Low
Thursday,Sunny,Yes,29,Meal,High
Thursday,Cloudy,Yes,44,Meal,Low
Sunday,Rainy,Yes,37,Snack,Low
Sunday,Rainy,No,21,Beverage,Low
Friday,Rainy,No,25,Snack,Low
Friday,Sunny,No,57,Meal,Low
Friday,Sunny,Yes,36,Beverage,Low
Monday,Rainy,No,38,Meal,Low
Monday,Cloudy,Yes,57,Meal,Low
Wednesday,Cloudy,No,25,Snack,High
Tuesday,Sunny,Yes,57,Meal,Low
Thursday,Cloudy,Yes,24,Beverage,High
Monday,Sunny,Yes,37,Meal,Low
Monday,Sunny,Yes,53,Meal,Low
Tuesday,Cloudy,Yes,44,Beverage,Low
Tuesday,Cloudy,No,55,Snack,Low
Wednesday,Cloudy,Yes,24,Beverage,High
Wednesday,Rainy,Yes,42,Beverage,High
Friday,Cloudy,Yes,55,Beverage,Low
Tuesday,Rainy,Yes,30,Beverage,High
Saturday,Cloudy,No,44,Meal,Low
Monday,Rainy,Yes,31,Snack,High
Friday,Rainy,No,34,Snack,Low
Wednesday,Sunny,No,59,Beverage,Low
Friday,Cloudy,No,43,Beverage,High
Friday,Sunny,No,51,Snack,Low
Wednesday,Cloudy,Yes,21,Snack,High
Thursday,Sunny,Yes,39,Beverage,Low
Friday,Cloudy,No,56,Meal,Low
Wednesday,Rainy,No,22,Meal,High
Saturday,Cloudy,Yes,52,Meal,Low
Thursday,Cloudy,Yes,41,Meal,Low
Friday,Sunny,Yes,40,Meal,Low
Thursday,Cloudy,No,33,Snack,Low
Friday,Sunny,No,34,Snack,High
Wednesday,Cloudy,No,46,Meal,High
Thursday,Rainy,No,38,Meal,High
Thursday,Rainy,No,49,Snack,Low
Monday,Sunny,Yes,33,Meal,High
Saturday,Sunny,No,38,Snack,High
Tuesday,Rainy,Yes,20,Beverage,High
Thursday,Sunny,Yes,26,Beverage,High
Friday,Cloudy,Yes,48,Snack,High
Monday,Rainy,Yes,50,Meal,High
Tuesday,Cloudy,No,29,Snack,High
Wednesday,Rainy,Yes,25,Meal,High
Friday,Rainy,Yes,28,Snack,High
Saturday,Cloudy,Yes,53,Beverage,Low
Friday,Cloudy,No,42,Meal,Low
Monday,Cloudy,Yes,52,Beverage,Low
Tuesday,Rainy,No,51,Beverage,Low
Sunday,Cloudy,Yes,58,Meal,Low
Saturday,Rainy,No,48,Meal,Low
Saturday,Rainy,No,36,Snack,Low
Monday,Sunny,Yes,21,Meal,High
Friday,Cloudy,Yes,34,Meal,High
Wednesday,Cloudy,No,29,Snack,Low
Sunday,Rainy,No,35,Snack,Low
Thursday,Cloudy,Yes,55,Snack,Low
Wednesday,Rainy,No,45,Meal,Low
Monday,Rainy,Yes,44,Snack,Low
Friday,Sunny,Yes,38,Meal,Low
Thursday,Sunny,Yes,47,Snack,Low
Sunday,Rainy,No,33,Beverage,High
Monday,Cloudy,Yes,55,Beverage,Low
Sunday,Rainy,Yes,59,Meal,Low
Monday,Rainy,Yes,45,Beverage,High
Thursday,Sunny,Yes,60,Beverage,Low
Thursday,Rainy,No,31,Snack,Low
Saturday,Sunny,No,32,Beverage,Low
Sunday,Sunny,Yes,53,Meal,Low
Wednesday,Sunny,Yes,20,Snack,High
Sunday,Rainy,Yes,54,Meal,Low
Monday,Rainy,No,26,Meal,High
Thursday,Sunny,No,54,Beverage,Low
Sunday,Rainy,Yes,53,Snack,Low
Wednesday,Sunny,No,55,Meal,Low
Friday,Rainy,Yes,57,Meal,Low
Saturday,Cloudy,Yes,59,Meal,Low
Friday,Rainy,No,55,Snack,Low
Friday,Rainy,Yes,28,Beverage,High
Wednesday,Rainy,No,48,Beverage,High
Saturday,Sunny,Yes,42,Snack,High
Saturday,Rainy,Yes,36,Snack,Low
Saturday,Sunny,Yes,22,Beverage,High
Wednesday,Rainy,No,36,Meal,Low
Saturday,Rainy,Yes,53,Beverage,Low
Tuesday,Cloudy,Yes,59,Beverage,Low
Tuesday,Sunny,No,50,Snack,High
Friday,Cloudy,Yes,37,Beverage,High
Tuesday,Cloudy,Yes,47,Snack,Low
Thursday,Cloudy,Yes,33,Meal,High
Wednesday,Rainy,No,46,Beverage,High
Saturday,Sunny,No,22,Beverage,High
Monday,Rainy,Yes,30,Snack,High
Tuesday,Rainy,No,25,Beverage,High
Wednesday,Sunny,No,53,Meal,Low
Thursday,Sunny,No,55,Beverage,Low
Friday,Cloudy,Yes,52,Meal,Low
Thursday,Cloudy,Yes,27,Beverage,High
Sunday,Sunny,No,31,Beverage,Low
Monday,Rainy,Yes,24,Snack,High
Saturday,Rainy,Yes,43,Snack,Low
Saturday,Rainy,Yes,50,Beverage,High
Tuesday,Sunny,Yes,57,Snack,Low
Tuesday,Sunny,Yes,21,Beverage,High
Tuesday,Rainy,Yes,30,Meal,High
Wednesday,Rainy,No,30,Snack,Low
Thursday,Cloudy,Yes,20,Snack,High
Thursday,Cloudy,No,28,Meal,High
Sunday,Sunny,Yes,35,Snack,High
Saturday,Rainy,Yes,20,Beverage,High
Tuesday,Rainy,Yes,25,Meal,High
Friday,Rainy,Yes,31,Beverage,High
Sunday,Cloudy,No,37,Beverage,Low
Tuesday,Sunny,Yes,21,Beverage,High
Friday,Sunny,No,28,Beverage,Low
Thursday,Rainy,No,38,Beverage,High
Sunday,Sunny,Yes,35,Beverage,High
Sunday,Cloudy,Yes,23,Beverage,High
Wednesday,Cloudy,No,29,Meal,High
Tuesday,Rainy,No,30,Snack,Low
Saturday,Sunny,Yes,54,Meal,Low
Saturday,Cloudy,No,47,Snack,Low
Wednesday,Rainy,Yes,55,Snack,Low
Thursday,Sunny,Yes,48,Beverage,High
Sunday,Cloudy,No,20,Meal,High
Thursday,Cloudy,No,60,Beverage,Low
Monday,Sunny,No,25,Snack,Low
Thursday,Cloudy,Yes,56,Meal,Low
Thursday,Rainy,No,32,Beverage,Low
Thursday,Rainy,Yes,42,Meal,Low
Monday,Rainy,Yes,40,Snack,Low
Wednesday,Cloudy,Yes,53,Snack,Low
Sunday,Sunny,No,37,Snack,High
Wednesday,Cloudy,No,56,Snack,Low
Monday,Rainy,Yes,30,Beverage,High
Friday,Rainy,No,21,Beverage,High
Monday,Rainy,Yes,38,Meal,Low
Sunday,Cloudy,No,51,Beverage,Low
Tuesday,Rainy,Yes,27,Snack,High
Thursday,Sunny,No,47,Snack,Low
Sunday,Rainy,Yes,57,Meal,Low
Wednesday,Cloudy,Yes,59,Beverage,Low
Sunday,Cloudy,Yes,47,Meal,High
Tuesday,Sunny,No,25,Snack,Low
Wednesday,Cloudy,No,59,Beverage,Low
Friday,Cloudy,No,27,Snack,Low
Tuesday,Cloudy,No,45,Snack,Low
Thursday,Cloudy,Yes,26,Meal,High
Saturday,Rainy,Yes,40,Meal,Low
Sunday,Cloudy,No,28,Beverage,Low
Friday,Sunny,No,52,Beverage,Low
Friday,Rainy,No,41,Snack,Low
Wednesday,Sunny,No,42,Meal,High
Saturday,Cloudy,No,21,Snack,Low
Tuesday,Cloudy,No,55,Snack,Low
Saturday,Cloudy,No,47,Meal,High
Monday,Sunny,No,29,Beverage,Low
Friday,Cloudy,Yes,52,Beverage,Low
Wednesday,Sunny,Yes,59,Meal,Low
Sunday,Sunny,Yes,44,Beverage,High
Thursday,Cloudy,No,46,Snack,Low
Saturday,Cloudy,Yes,39,Snack,Low
Friday,Rainy,Yes,40,Snack,Low
Sunday,Sunny,No,37,Snack,High
Thursday,Rainy,No,36,Snack,Low
Wednesday,Rainy,Yes,39,Beverage,Low
Monday,Cloudy,Yes,55,Beverage,Low
Thursday,Rainy,No,59,Meal,Low
Sunday,Sunny,Yes,54,Meal,Low
Wednesday,Rainy,No,45,Snack,Low
Sunday,Rainy,No,20,Snack,Low
Sunday,Sunny,Yes,23,Beverage,High
Sunday,Rainy,No,39,Meal,High
Friday,Cloudy,Yes,48,Beverage,High
Saturday,Rainy,Yes,56,Meal,Low
Wednesday,Cloudy,No,40,Beverage,Low
Sunday,Sunny,No,60,Beverage,Low
Sunday,Cloudy,Yes,54,Meal,Low
Saturday,Cloudy,Yes,55,Beverage,Low
Thursday,Sunny,No,46,Beverage,High
Wednesday,Rainy,No,60,Snack,Low
Thursday,Cloudy,No,57,Snack,Low
Sunday,Sunny,No,36,Beverage,High
Sunday,Sunny,No,59,Beverage,Low
Tuesday,Sunny,Yes,24,Beverage,High
Thursday,Rainy,No,52,Meal,Low
Thursday,Rainy,Yes,51,Beverage,Low
Sunday,Sunny,No,22,Meal,High
Thursday,Rainy,Yes,49,Meal,High
Tuesday,Rainy,No,47,Beverage,Low
Tuesday,Rainy,Yes,59,Snack,Low
Saturday,Rainy,Yes,53,Snack,Low
Tuesday,Cloudy,Yes,45,Snack,High
Friday,Cloudy,Yes,41,Meal,Low
Tuesday,Rainy,No,20,Meal,High
Wednesday,Cloudy,Yes,22,Meal,High
Thursday,Sunny,No,40,Beverage,Low
Thursday,Rainy,No,22,Snack,Low
Monday,Sunny,No,46,Meal,High
Tuesday,Cloudy,Yes,24,Beverage,High
Sunday,Sunny,No,58,Snack,Low
Monday,Cloudy,No,38,Snack,High
Monday,Rainy,Yes,29,Snack,High
Wednesday,Sunny,No,48,Snack,Low
Monday,Rainy,Yes,58,Snack,Low
Saturday,Rainy,No,34,Meal,High
Saturday,Sunny,No,37,Meal,Low
Sunday,Rainy,No,33,Snack,Low
Friday,Sunny,No,35,Meal,High
Tuesday,Sunny,No,30,Beverage,Low
Saturday,Cloudy,No,33,Beverage,Low
Monday,Sunny,No,42,Meal,Low
Monday,Cloudy,No,39,Meal,High
Saturday,Sunny,No,48,Meal,High
Wednesday,Rainy,No,50,Beverage,Low
Saturday,Rainy,No,47,Meal,High
Tuesday,Rainy,Yes,52,Beverage,Low
Monday,Cloudy,Yes,58,Snack,Low
Wednesday,Cloudy,No,46,Snack,High
Saturday,Sunny,Yes,54,Meal,Low
Saturday,Sunny,No,31,Meal,High
Thursday,Rainy,No,38,Snack,Low
Monday,Cloudy,Yes,45,Meal,High
Monday,Sunny,Yes,39,Beverage,Low
Wednesday,Cloudy,No,55,Beverage,Low
Thursday,Rainy,Yes,53,Beverage,Low
Wednesday,Rainy,Yes,54,Beverage,Low
Wednesday,Sunny,No,52,Snack,Low
Friday,Cloudy,Yes,22,Snack,High
Friday,Rainy,No,50,Beverage,Low
Wednesday,Sunny,No,41,Beverage,Low
Monday,Sunny,No,53,Meal,Low
Thursday,Rainy,No,26,Meal,High
Tuesday,Sunny,Yes,38,Snack,Low
Thursday,Cloudy,No,35,Snack,High
Friday,Cloudy,No,47,Meal,High
Friday,Rainy,No,53,Meal,Low
Friday,Cloudy,No,59,Snack,Low
Friday,Sunny,No,32,Beverage,Low
Sunday,Sunny,Yes,43,Snack,Low
Wednesday,Cloudy,Yes,36,Beverage,Low
Sunday,Cloudy,No,34,Snack,Low
Thursday,Sunny,No,30,Meal,High
Thursday,Sunny,No,54,Beverage,Low
Friday,Cloudy,Yes,40,Beverage,High
Tuesday,Sunny,No,48,Beverage,High
Sunday,Rainy,No,43,Meal,Low
Saturday,Cloudy,No,51,Beverage,Low
Thursday,Rainy,No,47,Snack,Low
Sunday,Rainy,Yes,24,Beverage,High
Monday,Sunny,Yes,38,Snack,Low
Saturday,Sunny,No,30,Beverage,High
Tuesday,Rainy,Yes,37,Snack,Low
Monday,Cloudy,No,38,Snack,Low
Sunday,Sunny,Yes,29,Meal,High
Friday,Sunny,Yes,52,Meal,Low
Wednesday,Cloudy,Yes,30,Meal,High
Saturday,Cloudy,Yes,44,Meal,High
Friday,Rainy,Yes,30,Meal,High
Sunday,Cloudy,No,29,Beverage,High
Friday,Rainy,Yes,32,Snack,High
Saturday,Rainy,No,58,Meal,Low
Tuesday,Sunny,Yes,48,Beverage,Low
Tuesday,Rainy,Yes,40,Snack,Low
Sunday,Cloudy,Yes,46,Meal,High
Tuesday,Sunny,Yes,59,Meal,Low
Saturday,Rainy,Yes,56,Beverage,Low
Monday,Sunny,No,52,Beverage,Low
Wednesday,Cloudy,Yes,40,Snack,Low
Saturday,Cloudy,No,51,Beverage,Low
Friday,Sunny,No,46,Beverage,High
Friday,Rainy,No,43,Meal,Low
Tuesday,Rainy,Yes,53,Beverage,Low
Saturday,Rainy,Yes,53,Beverage,Low
Tuesday,Rainy,No,29,Meal,High
Monday,Rainy,No,58,Meal,Low
Saturday,Rainy,No,57,Beverage,Low
Thursday,Sunny,No,21,Meal,Low
Friday,Sunny,Yes,31,Meal,High
Friday,Sunny,No,24,Snack,Low
Wednesday,Cloudy,Yes,30,Beverage,High
Saturday,Rainy,Yes,22,Beverage,High
Wednesday,Sunny,Yes,57,Meal,Low
Monday,Cloudy,Yes,29,Meal,High
Sunday,Sunny,No,42,Beverage,High
Tuesday,Rainy,Yes,43,Snack,Low
Thursday,Sunny,No,28,Meal,Low
Tuesday,Cloudy,Yes,51,Meal,Low
Thursday,Cloudy,No,48,Meal,High
Monday,Rainy,No,50,Meal,Low
Wednesday,Cloudy,No,51,Beverage,Low
Thursday,Rainy,No,50,Meal,Low
Wednesday,Sunny,Yes,39,Snack,Low
Wednesday,Sunny,Yes,60,Meal,Low
Saturday,Sunny,No,52,Beverage,Low
Friday,Cloudy,No,21,Meal,High
Wednesday,Sunny,Yes,43,Meal,High
Tuesday,Cloudy,Yes,45,Meal,High
Tuesday,Cloudy,Yes,52,Meal,Low
Saturday,Cloudy,Yes,53,Snack,Low
Tuesday,Cloudy,Yes,50,Snack,High
Tuesday,Cloudy,Yes,31,Snack,High
Friday,Cloudy,No,50,Beverage,High
Friday,Sunny,Yes,60,Snack,Low
Monday,Rainy,No,25,Meal,High
Monday,Rainy,Yes,47,Meal,Low
Friday,Cloudy,Yes,30,Snack,High
Wednesday,Cloudy,Yes,22,Meal,High
Sunday,Cloudy,Yes,55,Beverage,Low
Wednesday,Sunny,Yes,26,Beverage,High
Saturday,Cloudy,No,48,Snack,Low
Wednesday,Cloudy,Yes,38,Beverage,Low
Friday,Rainy,Yes,24,Meal,High
Saturday,Sunny,No,55,Meal,Low
Monday,Sunny,No,49,Beverage,High
Friday,Rainy,No,33,Meal,High
Friday,Cloudy,Yes,51,Snack,Low
Monday,Cloudy,No,48,Beverage,Low
Thursday,Sunny,No,45,Meal,High
Monday,Rainy,Yes,50,Beverage,Low
Thursday,Cloudy,No,43,Meal,Low
Monday,Sunny,Yes,60,Beverage,Low
Tuesday,Rainy,Yes,42,Beverage,High
Thursday,Cloudy,Yes,51,Beverage,Low
Tuesday,Rainy,Yes,22,Snack,High
Monday,Sunny,No,54,Meal,Low
Saturday,Cloudy,No,32,Snack,Low
Friday,Cloudy,Yes,55,Snack,Low
Friday,Cloudy,No,28,Snack,Low
Friday,Cloudy,No,39,Snack,Low
Tuesday,Rainy,Yes,57,Snack,Low
Friday,Sunny,Yes,50,Snack,Low
Saturday,Cloudy,Yes,33,Beverage,High
Thursday,Sunny,Yes,30,Meal,High
Thursday,Sunny,Yes,48,Meal,High
Thursday,Rainy,Yes,29,Beverage,High
Tuesday,Cloudy,No,47,Meal,Low
Friday,Sunny,Yes,26,Beverage,High
Friday,Sunny,Yes,58,Beverage,Low
Wednesday,Sunny,Yes,53,Snack,Low
Wednesday,Cloudy,Yes,34,Beverage,High
Sunday,Sunny,Yes,51,Meal,Low
Tuesday,Sunny,Yes,22,Meal,High
Thursday,Sunny,No,51,Meal,Low
Saturday,Sunny,No,34,Snack,High
Thursday,Cloudy,Yes,41,Beverage,Low
Monday,Rainy,No,60,Snack,Low
Tuesday,Rainy,Yes,39,Beverage,High
Monday,Rainy,No,29,Beverage,Low
Monday,Sunny,No,48,Beverage,Low
Friday,Sunny,No,36,Snack,High
Tuesday,Rainy,Yes,34,Meal,High
Sunday,Rainy,Yes,54,Snack,Low
Tuesday,Rainy,Yes,42,Meal,High
Monday,Rainy,Yes,35,Beverage,High
